"Pathway","NES","P_value","FDR","Direction","Genes_tested","Leading_edge_genes"
"Choline metabolism in cancer",0.76970821401722,0.873412801243846,0.954534733247918,"Up",68,"FOS;PRKCA;RAC1;CHKA;PDGFA;DGKD;MAP2K1;GPCPD1;SLC44A2;CHPT1;GRB2;PIK3R3;MAPK9;SLC44A1;RAC2;PLPP1;KRAS"
"Insulin secretion",0.723525835989514,0.880023276511262,0.958790792001467,"Up",32,"PRKCA;GNAS;ATP1B3;FXYD2;ADCY7;ATP1A1;PRKACA;CAMK2D;ATF4;CREB3L3;PLCB4"
"Glycosphingolipid biosynthesis - ganglio series",-0.643556011843179,0.907115673953447,0.959169942762061,"Down",11,"SLC33A1;ST6GALNAC4;ST3GAL2;GLB1;HEXA;ST6GALNAC6"
"Glyoxylate and dicarboxylate metabolism",0.691561090993329,0.894231105209826,0.959169942762061,"Up",24,"MDH2;GLYCTK;ACAT2;ACAT1;GCSH"
"Nicotinate and nicotinamide metabolism",0.678041393653246,0.901414911259306,0.959169942762061,"Up",21,"NADK;PNP;NT5E;NAMPT"
"Drug metabolism - cytochrome P450",-0.641916048110698,0.898655948830978,0.959169942762061,"Down",8,"MGST2;GSTM2"
"Biosynthesis of cofactors",0.768141276558493,0.903668572146492,0.959169942762061,"Up",92,"MTHFD2;NME1;GCH1;PANK2;GGH;GCLM;CTPS1;NME2;PDXP;NADK;RFK;AK6;MOCS2;PANK1;PPCS;PTS;NFS1;MAT2B;CMPK2;PMM2;GGCX"
"Virion - Herpesvirus",-0.632567756900699,0.893204701520832,0.959169942762061,"Down",5,"ITGA5;IDE;PILRB"
"Protein processing in endoplasmic reticulum",0.794772987767759,0.907543231961837,0.959169942762061,"Up",149,"UFD1;PPP1R15A;UBE2D3;DERL1;CALR;UBE2D1;BAX;ERLEC1;UBE2D2;RBX1;BCAP31;UBE2J2;ERO1A;SSR2;DNAJB1;SSR4;CAPN2;UBQLN4;HSP90B1;SKP1;LMAN2;MAPK9;OSTC;WFS1;DDOST;P4HB;PDIA6;XBP1;SEC61B;STT3B;SAR1A;DNAJA2;FBXO6;DNAJC3;PDIA3;AMFR;KRTCAP2;UBXN2A;SSR1;CUL1;ATF4;ERP29;HSP90AB1;BCL2;SEC61G;PRKCSH;RRBP1;HSP90AA1;HSPBP1;SEL1L;DNAJC1;UBE2D4;DNAJA1;CKAP4"
"Thyroid hormone signaling pathway",-0.794833396619697,0.890108090402882,0.959169942762061,"Down",88,"PFKFB2;RCAN1;AKT3;TBC1D4;ATP2A3;THRA;NCOR1;MTOR;NOTCH3;PLCB1;MED24;PLCD1;PFKM;MED17;ITGAV"
"Vasopressin-regulated water reabsorption",-0.721278256513142,0.896815470463729,0.959169942762061,"Down",32,"CREB5;DYNC2LI1;CREB3"
"Basal cell carcinoma",0.692394821571613,0.895634879095572,0.959169942762061,"Up",25,"GADD45B;BAX;GADD45A;CDKN1A;FZD6;AXIN1"
"Steroid biosynthesis",0.651536405822394,0.911187508952872,0.960146837792131,"Up",16,"EBP;CYP51A1;DHCR7;SOAT1;SQLE;DHCR24"
"Selenocompound metabolism",-0.618824677589069,0.93032149050647,0.977391327823761,"Down",12,"KYAT1;MTR;SEPSECS;PAPSS1;TXNRD3"
"Citrate cycle (TCA cycle)",-0.603461359596455,0.969143932267168,0.983068414052616,"Down",26,"IDH1;ACO1;SUCLA2;PCK2;SDHD"
"Ubiquinone and other terpenoid-quinone biosynthesis",-0.548099335713152,0.964752922769351,0.983068414052616,"Down",9,"COQ5;COQ6;VKORC1L1;COQ4;NQO1;COQ7;VKORC1;COQ2;GGCX"
"Alanine, aspartate and glutamate metabolism",0.553187627341138,0.967616300036062,0.983068414052616,"Up",14,"GLUD1;PPAT;ADSL;GLS;GOT2;ALDH5A1;ASL"
"Glycosaminoglycan degradation",-0.58296688676465,0.95141162934773,0.983068414052616,"Down",11,"ARSB;HGSNAT;GLB1;NAGLU;HEXA"
"Butanoate metabolism",-0.58699336693158,0.950820401084975,0.983068414052616,"Down",12,"AACS"
"Nucleocytoplasmic transport",-0.760557518315824,0.945951957295374,0.983068414052616,"Down",98,"NUP88;XPO7;GLE1;THOC3;NUP210;PNN;THOC5;NUP62;UPF3B;IPO9;NUP107;AAAS;NCBP2;IPO8;SENP2;TNPO3;POM121C;NUP43;DDX39B;NUP160;RANBP2;IPO13;NUP188"
"Homologous recombination",0.623358138093684,0.968183049011644,0.983068414052616,"Up",36,"RBBP8;RAD51C;BRCA2;RPA2;SEM1;SSBP1"
"Fanconi anemia pathway",-0.66060370807117,0.963682306891939,0.983068414052616,"Down",43,"POLK;HES1;FAN1;RMI2;FANCG;ATR;FANCI;FAAP100"
"ErbB signaling pathway",0.697356229557023,0.941014369135883,0.983068414052616,"Up",58,"MYC;STAT5A;PRKCA;ELK1;MAP2K1;GRB2;PIK3R3;CDKN1A;MAPK9;KRAS;CAMK2D;NRAS;RPS6KB1;MAPK3;RPS6KB2;PIK3R1"
"Autophagy",-0.773776937421439,0.962714932126697,0.983068414052616,"Down",145,"PIK3C3;ATG10;AKT3;SMCR8;PRKCD;UVRAG;STX7;EPG5;DDIT4;LAMP2;MTOR;MTMR4;EIF2AK4;VPS33A;ULK1;ERN1;ITPR1;RUBCN;VPS11;AMBRA1;TSC2;AKT1S1;TSC1;ATG16L2;PRKAA1;MAPK10;IGF1R;RPTOR;TRAF6"
"Progesterone-mediated oocyte maturation",0.683459032690449,0.957828184069874,0.983068414052616,"Up",63,"ANAPC13;STK10;ADCY7;MAP2K1;ANAPC11;CDC25B;PRKACA;PIK3R3;MAPK9;MAD2L2;RPS6KA3;KRAS;GNAI2;MAD1L1;HSP90AB1;ANAPC15;HSP90AA1;CDC26;MAPK3"
"Prostate cancer",0.696858754227197,0.955829132738788,0.983068414052616,"Up",71,"PLAU;FOXO1;RELA;PDGFA;MAP2K1;MDM2;NFKB1;HSP90B1;GRB2;PIK3R3;CDKN1A;KRAS;CHUK;E2F1;ATF4;CREB3L3;HSP90AB1;BCL2;NRAS;HSP90AA1;MAPK3"
"Mismatch repair",-0.571815071999014,0.974931905267531,0.986105909912432,"Down",21,"RFC3;MSH3;POLD2;LIG1;MSH2;POLD1;POLD4;MSH6"
"Long-term depression",0.566667925052026,0.984366447728517,0.992803874423333,"Up",33,"PRKCA;GNAS;GNA12;MAP2K1;GNA13;KRAS;GNAI2;PLCB4;NRAS;MAPK3"
"mRNA surveillance pathway",0.597070178033707,0.99594922174024,0.997736369004658,"Up",81,"EIF4A3;MAGOH;ALYREF;NXT1;PABPC1;PPP1CC;GSPT1;PYM1;SSU72;SAP18;DAZAP1;PPP2R5A;SRRM1;ETF1;PPP2R5C;PABPC4"
"DNA replication",-0.547950350839445,0.993134126293395,0.997736369004658,"Down",34,"PRIM1;RNASEH2B;RFC3;POLD2;LIG1;RNASEH2C;POLD1;POLD4;POLE4;MCM7;PRIM2"
"Nucleotide excision repair",0.539424154504054,0.997736369004658,0.997736369004658,"Up",58,"POLR2D;POLR2C;ERCC3;RBX1;POLE3;POLR2K;ERCC1;RPA2;POLR2G;GTF2H3;POLR2E;POLR2L;PCNA;POLR2H;POLR2I;DDB2;POLR2J;POLD3;XPA;MNAT1;CDK7;RFC2;CUL4A;RFC5"
