"original","reviewed","changed","reviewed_symbol_valid"
"ATP6V1C2","ATP6V1C2",FALSE,TRUE
"ATP6V1D","ATP6V1D",FALSE,TRUE
"ATP6V1E1","ATP6V1E1",FALSE,TRUE
"ATP6V1E2","ATP6V1E2",FALSE,TRUE
"ATP6V1F","ATP6V1F",FALSE,TRUE
"ATP6V1FP2","ATP6V1FP2",FALSE,FALSE
"ATP6V1G1","ATP6V1G1",FALSE,TRUE
"ATP6V1G2","ATP6V1G2",FALSE,TRUE
"ATP6V1G3","ATP6V1G3",FALSE,TRUE
"ATP6V1H","ATP6V1H",FALSE,TRUE
"COX10","COX10",FALSE,TRUE
"COX11","COX11",FALSE,TRUE
"COX15","COX15",FALSE,TRUE
"COX17","COX17",FALSE,TRUE
"LHPP","LHPP",FALSE,TRUE
"PPA1","PPA1",FALSE,TRUE
"PPA2","PPA2",FALSE,TRUE
"TCIRG1","TCIRG1",FALSE,TRUE
"ABL1","ABL1",FALSE,TRUE
"ABL2","ABL2",FALSE,TRUE
"ACP1","ACP1",FALSE,TRUE
"AHR","AHR",FALSE,TRUE
"AKR1A1","AKR1A1",FALSE,TRUE
"AKR1C1","AKR1C1",FALSE,TRUE
"AKR1C2","AKR1C2",FALSE,TRUE
"AKR1C3","AKR1C3",FALSE,TRUE
"AKR1C4","AKR1C4",FALSE,TRUE
"AKR1C8","AKR1C8",FALSE,TRUE
"AKT1","AKT1",FALSE,TRUE
"AKT2","AKT2",FALSE,TRUE
"AKT3","AKT3",FALSE,TRUE
"ARAF","ARAF",FALSE,TRUE
"ARNT","ARNT",FALSE,TRUE
"AS3MT","AS3MT",FALSE,TRUE
"BAD","BAD",FALSE,TRUE
"BRAF","BRAF",FALSE,TRUE
"CAT","CAT",FALSE,TRUE
"CBR1","CBR1",FALSE,TRUE
"CHUK","CHUK",FALSE,TRUE
"CYBA","CYBA",FALSE,TRUE
"CYP1A1","CYP1A1",FALSE,TRUE
"CYP1A2","CYP1A2",FALSE,TRUE
"CYP1B1","CYP1B1",FALSE,TRUE
"CYP2E1","CYP2E1",FALSE,TRUE
"CYP2F1","CYP2F1",FALSE,TRUE
"EGF","EGF",FALSE,TRUE
"EGFR","EGFR",FALSE,TRUE
"EPHX1","EPHX1",FALSE,TRUE
"EPHX2","EPHX2",FALSE,TRUE
"EPHX3","EPHX3",FALSE,TRUE
"EPHX4","EPHX4",FALSE,TRUE
"FOS","FOS",FALSE,TRUE
"FOXO3","FOXO3",FALSE,TRUE
"GRB2","GRB2",FALSE,TRUE
"GSTA1","GSTA1",FALSE,TRUE
"GSTA2","GSTA2",FALSE,TRUE
"GSTA3","GSTA3",FALSE,TRUE
"GSTA4","GSTA4",FALSE,TRUE
"GSTA5","GSTA5",FALSE,TRUE
"GSTM1","GSTM1",FALSE,TRUE
"GSTM2","GSTM2",FALSE,TRUE
"GSTM3","GSTM3",FALSE,TRUE
"GSTM4","GSTM4",FALSE,TRUE
"GSTM5","GSTM5",FALSE,TRUE
"GSTO1","GSTO1",FALSE,TRUE
"GSTO2","GSTO2",FALSE,TRUE
"GSTT1","GSTT1",FALSE,TRUE
"GSTT2","GSTT2",FALSE,TRUE
"GSTT2B","GSTT2B",FALSE,TRUE
"GSTT4","GSTT4",FALSE,TRUE
"HGF","HGF",FALSE,TRUE
"HIF1A","HIF1A",FALSE,TRUE
"HMOX1","HMOX1",FALSE,TRUE
"HRAS","HRAS",FALSE,TRUE
"IKBKB","IKBKB",FALSE,TRUE
"IKBKG","IKBKG",FALSE,TRUE
"JUN","JUN",FALSE,TRUE
"KRAS","KRAS",FALSE,TRUE
"LPO","LPO",FALSE,TRUE
"MAP2K1","MAP2K1",FALSE,TRUE
"MAP2K2","MAP2K2",FALSE,TRUE
"MAP2K4","MAP2K4",FALSE,TRUE
"MAP2K7","MAP2K7",FALSE,TRUE
"MAP3K14","MAP3K14",FALSE,TRUE
"MAPK1","MAPK1",FALSE,TRUE
"MAPK11","MAPK11",FALSE,TRUE
"MAPK12","MAPK12",FALSE,TRUE
"MAPK13","MAPK13",FALSE,TRUE
"MAPK14","MAPK14",FALSE,TRUE
"MAPK3","MAPK3",FALSE,TRUE
"MET","MET",FALSE,TRUE
"MGST1","MGST1",FALSE,TRUE
"MGST2","MGST2",FALSE,TRUE
"MGST3","MGST3",FALSE,TRUE
"NCF1","NCF1",FALSE,TRUE
"NCF2","NCF2",FALSE,TRUE
"NFKB1","NFKB1",FALSE,TRUE
"NFKBIA","NFKBIA",FALSE,TRUE
"NOX1","NOX1",FALSE,TRUE
"NOX4","NOX4",FALSE,TRUE
"NQO1","NQO1",FALSE,TRUE
"NRAS","NRAS",FALSE,TRUE
"P3R3URF-PIK3R3","P3R3URF-PIK3R3",FALSE,TRUE
"PDPK1","PDPK1",FALSE,TRUE
"PIK3CA","PIK3CA",FALSE,TRUE
"PIK3CB","PIK3CB",FALSE,TRUE
"PIK3CD","PIK3CD",FALSE,TRUE
"PIK3R1","PIK3R1",FALSE,TRUE
"PIK3R2","PIK3R2",FALSE,TRUE
"PIK3R3","PIK3R3",FALSE,TRUE
"PLD1","PLD1",FALSE,TRUE
"PLD2","PLD2",FALSE,TRUE
"PRKCD","PRKCD",FALSE,TRUE
"PRKD1","PRKD1",FALSE,TRUE
"PRKD2","PRKD2",FALSE,TRUE
"PRKD3","PRKD3",FALSE,TRUE
"PTEN","PTEN",FALSE,TRUE
"PTK2","PTK2",FALSE,TRUE
"PTPN1","PTPN1",FALSE,TRUE
"PTPN11","PTPN11",FALSE,TRUE
"PTPRJ","PTPRJ",FALSE,TRUE
"RAC1","RAC1",FALSE,TRUE
"RAF1","RAF1",FALSE,TRUE
"RELA","RELA",FALSE,TRUE
"SLC26A1","SLC26A1",FALSE,TRUE
"SLC26A2","SLC26A2",FALSE,TRUE
"SLC26A6","SLC26A6",FALSE,TRUE
"SLC26A9","SLC26A9",FALSE,TRUE
"SOD2","SOD2",FALSE,TRUE
"SOS1","SOS1",FALSE,TRUE
"SOS2","SOS2",FALSE,TRUE
"SRC","SRC",FALSE,TRUE
"VEGFA","VEGFA",FALSE,TRUE
"ATF2","ATF2",FALSE,TRUE
"ATF6B","ATF6B",FALSE,TRUE
"C1QA","C1QA",FALSE,TRUE
"C1QB","C1QB",FALSE,TRUE
"C1QC","C1QC",FALSE,TRUE
"C5","C5",FALSE,TRUE
"C6","C6",FALSE,TRUE
"C7","C7",FALSE,TRUE
"C8A","C8A",FALSE,TRUE
"C8B","C8B",FALSE,TRUE
"C8G","C8G",FALSE,TRUE
"C9","C9",FALSE,TRUE
"CACNA1B","CACNA1B",FALSE,TRUE
"CACNA1C","CACNA1C",FALSE,TRUE
"CACNA1D","CACNA1D",FALSE,TRUE
"CACNA1F","CACNA1F",FALSE,TRUE
"CACNA1S","CACNA1S",FALSE,TRUE
"CASP12","CASP12",FALSE,TRUE
"CAV1","CAV1",FALSE,TRUE
"CAV2","CAV2",FALSE,TRUE
"CAV3","CAV3",FALSE,TRUE
"CCL5","CCL5",FALSE,TRUE
"CREB1","CREB1",FALSE,TRUE
"CREB3","CREB3",FALSE,TRUE
"CREB3L1","CREB3L1",FALSE,TRUE
"CREB3L2","CREB3L2",FALSE,TRUE
"CREB3L3","CREB3L3",FALSE,TRUE
"CREB3L4","CREB3L4",FALSE,TRUE
"CREB5","CREB5",FALSE,TRUE
"CYBB","CYBB",FALSE,TRUE
"EGR1","EGR1",FALSE,TRUE
"FYN","FYN",FALSE,TRUE
"GRIN1","GRIN1",FALSE,TRUE
"GRIN2A","GRIN2A",FALSE,TRUE
"GRIN2B","GRIN2B",FALSE,TRUE
"GRIN2C","GRIN2C",FALSE,TRUE
"GRIN2D","GRIN2D",FALSE,TRUE
"GRIN3A","GRIN3A",FALSE,TRUE
"GRIN3B","GRIN3B",FALSE,TRUE
"GSK3B","GSK3B",FALSE,TRUE
"HSPA1A","HSPA1A",FALSE,TRUE
"HSPA1B","HSPA1B",FALSE,TRUE
"HSPA1L","HSPA1L",FALSE,TRUE
"HSPA6","HSPA6",FALSE,TRUE
"HSPA8","HSPA8",FALSE,TRUE
"IL1A","IL1A",FALSE,TRUE
"IL1B","IL1B",FALSE,TRUE
"IL6","IL6",FALSE,TRUE
"LAMC1","LAMC1",FALSE,TRUE
"NCAM1","NCAM1",FALSE,TRUE
"NCAM2","NCAM2",FALSE,TRUE
"NCF4","NCF4",FALSE,TRUE
"NOTCH1","NOTCH1",FALSE,TRUE
"PPP3CA","PPP3CA",FALSE,TRUE
"PPP3CB","PPP3CB",FALSE,TRUE
"PPP3CC","PPP3CC",FALSE,TRUE
"PPP3R1","PPP3R1",FALSE,TRUE
"PPP3R2","PPP3R2",FALSE,TRUE
"PRNP","PRNP",FALSE,TRUE
"RAC2","RAC2",FALSE,TRUE
"RYR1","RYR1",FALSE,TRUE
"RYR2","RYR2",FALSE,TRUE
"STIP1","STIP1",FALSE,TRUE
"TNF","TNF",FALSE,TRUE
"ACTB","ACTB",FALSE,TRUE
"ACTG1","ACTG1",FALSE,TRUE
"ACTR10","ACTR10",FALSE,TRUE
"ACTR1A","ACTR1A",FALSE,TRUE
"ACTR1B","ACTR1B",FALSE,TRUE
"ALS2","ALS2",FALSE,TRUE
"ALYREF","ALYREF",FALSE,TRUE
"AMBRA1","AMBRA1",FALSE,TRUE
"ANG","ANG",FALSE,TRUE
"ANXA11","ANXA11",FALSE,TRUE
"ANXA7","ANXA7",FALSE,TRUE
"ATG101","ATG101",FALSE,TRUE
"ATG13","ATG13",FALSE,TRUE
"ATG14","ATG14",FALSE,TRUE
"ATG2A","ATG2A",FALSE,TRUE
"ATG2B","ATG2B",FALSE,TRUE
"ATXN2","ATXN2",FALSE,TRUE
"ATXN2L","ATXN2L",FALSE,TRUE
"BCL2","BCL2",FALSE,TRUE
"BECN1","BECN1",FALSE,TRUE
"BECN2","BECN2",FALSE,TRUE
"BID","BID",FALSE,TRUE
"C9orf72","C9orf72",FALSE,TRUE
"CASP1","CASP1",FALSE,TRUE
"CCS","CCS",FALSE,TRUE
"CHCHD10","CHCHD10",FALSE,TRUE
"CHMP2B","CHMP2B",FALSE,TRUE
"DCTN1","DCTN1",FALSE,TRUE
"DCTN2","DCTN2",FALSE,TRUE
"DCTN3","DCTN3",FALSE,TRUE
"DCTN4","DCTN4",FALSE,TRUE
"DCTN5","DCTN5",FALSE,TRUE
"DCTN6","DCTN6",FALSE,TRUE
"DERL1","DERL1",FALSE,TRUE
"DNAH1","DNAH1",FALSE,TRUE
"DNAH10","DNAH10",FALSE,TRUE
"DNAH11","DNAH11",FALSE,TRUE
"DNAH12","DNAH12",FALSE,TRUE
"DNAH14","DNAH14",FALSE,TRUE
"DNAH17","DNAH17",FALSE,TRUE
"DNAH2","DNAH2",FALSE,TRUE
"DNAH3","DNAH3",FALSE,TRUE
"DNAH5","DNAH5",FALSE,TRUE
"DNAH6","DNAH6",FALSE,TRUE
"DNAH7","DNAH7",FALSE,TRUE
"DNAH8","DNAH8",FALSE,TRUE
"DNAH9","DNAH9",FALSE,TRUE
"DNAI1","DNAI1",FALSE,TRUE
"DNAI2","DNAI2",FALSE,TRUE
"DNAL1","DNAL1",FALSE,TRUE
"DNAL4","DNAL4",FALSE,TRUE
"DNALI1","DNALI1",FALSE,TRUE
"ERBB4","ERBB4",FALSE,TRUE
"FIG4","FIG4",FALSE,TRUE
"FUS","FUS",FALSE,TRUE
"GLE1","GLE1",FALSE,TRUE
"GPX1","GPX1",FALSE,TRUE
"GPX2","GPX2",FALSE,TRUE
"GPX3","GPX3",FALSE,TRUE
"GPX5","GPX5",FALSE,TRUE
"GPX6","GPX6",FALSE,TRUE
"GPX7","GPX7",FALSE,TRUE
"GPX8","GPX8",FALSE,TRUE
"GRIA1","GRIA1",FALSE,TRUE
"GRIA2","GRIA2",FALSE,TRUE
"HAP1","HAP1",FALSE,TRUE
"HDAC6","HDAC6",FALSE,TRUE
"HNRNPA1","HNRNPA1",FALSE,TRUE
"HNRNPA1L2","HNRNPA1L2",FALSE,TRUE
"HNRNPA1L3","HNRNPA1L3",FALSE,TRUE
"HNRNPA2B1","HNRNPA2B1",FALSE,TRUE
"HNRNPA3","HNRNPA3",FALSE,TRUE
"MAP1LC3A","MAP1LC3A",FALSE,TRUE
"MAP1LC3B","MAP1LC3B",FALSE,TRUE
"MAP1LC3B2","MAP1LC3B2",FALSE,TRUE
"MAP1LC3BP1","MAP1LC3BP1",FALSE,TRUE
"MAP1LC3C","MAP1LC3C",FALSE,TRUE
"MAP2K3","MAP2K3",FALSE,TRUE
"MAP2K6","MAP2K6",FALSE,TRUE
"MATR3","MATR3",FALSE,TRUE
"MTOR","MTOR",FALSE,TRUE
"NCBP1","NCBP1",FALSE,TRUE
"NDC1","NDC1",FALSE,TRUE
"NEFH","NEFH",FALSE,TRUE
"NEFL","NEFL",FALSE,TRUE
"NEFM","NEFM",FALSE,TRUE
"NOS1","NOS1",FALSE,TRUE
"NOS2","NOS2",FALSE,TRUE
"NRBF2","NRBF2",FALSE,TRUE
"NRG1","NRG1",FALSE,TRUE
"NRG2","NRG2",FALSE,TRUE
"NRG3","NRG3",FALSE,TRUE
"NRG4","NRG4",FALSE,TRUE
"NUP107","NUP107",FALSE,TRUE
"NUP133","NUP133",FALSE,TRUE
"NUP153","NUP153",FALSE,TRUE
"NUP155","NUP155",FALSE,TRUE
"NUP160","NUP160",FALSE,TRUE
"NUP188","NUP188",FALSE,TRUE
"NUP205","NUP205",FALSE,TRUE
"NUP210","NUP210",FALSE,TRUE
"NUP210L","NUP210L",FALSE,TRUE
"NUP214","NUP214",FALSE,TRUE
"NUP35","NUP35",FALSE,TRUE
"NUP37","NUP37",FALSE,TRUE
"NUP43","NUP43",FALSE,TRUE
"NUP50","NUP50",FALSE,TRUE
"NUP54","NUP54",FALSE,TRUE
"NUP58","NUP58",FALSE,TRUE
"NUP62","NUP62",FALSE,TRUE
"NUP85","NUP85",FALSE,TRUE
"NUP88","NUP88",FALSE,TRUE
"NUP93","NUP93",FALSE,TRUE
"NUP98","NUP98",FALSE,TRUE
"OPTN","OPTN",FALSE,TRUE
"PFN1","PFN1",FALSE,TRUE
"PFN2","PFN2",FALSE,TRUE
"PFN3","PFN3",FALSE,TRUE
"PFN4","PFN4",FALSE,TRUE
"PIK3C3","PIK3C3",FALSE,TRUE
"PIK3R4","PIK3R4",FALSE,TRUE
"POM121","POM121",FALSE,TRUE
"POM121C","POM121C",FALSE,TRUE
"POM121L2","POM121L2",FALSE,TRUE
"PRPH","PRPH",FALSE,TRUE
"RAB1A","RAB1A",FALSE,TRUE
"RAB39B","RAB39B",FALSE,TRUE
"RAB5A","RAB5A",FALSE,TRUE
"RAB8A","RAB8A",FALSE,TRUE
"RAE1","RAE1",FALSE,TRUE
"RANBP2","RANBP2",FALSE,TRUE
"RB1CC1","RB1CC1",FALSE,TRUE
"SEC13","SEC13",FALSE,TRUE
"SEH1L","SEH1L",FALSE,TRUE
"SETX","SETX",FALSE,TRUE
"SIGMAR1","SIGMAR1",FALSE,TRUE
"SLC1A2","SLC1A2",FALSE,TRUE
"SMCR8","SMCR8",FALSE,TRUE
"SPG11","SPG11",FALSE,TRUE
"SQSTM1","SQSTM1",FALSE,TRUE
"SRSF3","SRSF3",FALSE,TRUE
"SRSF7","SRSF7",FALSE,TRUE
"TANK","TANK",FALSE,TRUE
"TARDBP","TARDBP",FALSE,TRUE
"TBK1","TBK1",FALSE,TRUE
"TNFRSF1A","TNFRSF1A",FALSE,TRUE
"TNFRSF1B","TNFRSF1B",FALSE,TRUE
"TOMM40","TOMM40",FALSE,TRUE
"TOMM40L","TOMM40L",FALSE,TRUE
"TPR","TPR",FALSE,TRUE
"TRAF2","TRAF2",FALSE,TRUE
"UBQLN1","UBQLN1",FALSE,TRUE
"UBQLN2","UBQLN2",FALSE,TRUE
"UBQLN3","UBQLN3",FALSE,TRUE
"UBQLN4","UBQLN4",FALSE,TRUE
"ULK1","ULK1",FALSE,TRUE
"ULK2","ULK2",FALSE,TRUE
"VAPB","VAPB",FALSE,TRUE
"VCP","VCP",FALSE,TRUE
"WDR41","WDR41",FALSE,TRUE
"WIPI1","WIPI1",FALSE,TRUE
"WIPI2","WIPI2",FALSE,TRUE
"ACE","ACE",FALSE,TRUE
"ACE2","ACE2",FALSE,TRUE
"ADAM17","ADAM17",FALSE,TRUE
"ADAR","ADAR",FALSE,TRUE
"AGTR1","AGTR1",FALSE,TRUE
"C1R","C1R",FALSE,TRUE
"C1S","C1S",FALSE,TRUE
"C2","C2",FALSE,TRUE
"C3","C3",FALSE,TRUE
"C3AR1","C3AR1",FALSE,TRUE
"C4A","C4A",FALSE,TRUE
"C4A_2","C4A_2",FALSE,FALSE
"C4B","C4B",FALSE,TRUE
"C4B_2","C4B_2",FALSE,TRUE
"C5AR1","C5AR1",FALSE,TRUE
"CCL2","CCL2",FALSE,TRUE
"CFB","CFB",FALSE,TRUE
"CFD","CFD",FALSE,TRUE
"CGAS","CGAS",FALSE,TRUE
"CSF2","CSF2",FALSE,TRUE
"CSF3","CSF3",FALSE,TRUE
"CXCL10","CXCL10",FALSE,TRUE
"CXCL8","CXCL8",FALSE,TRUE
"EIF2AK2","EIF2AK2",FALSE,TRUE
"F13A1","F13A1",FALSE,TRUE
"F13B","F13B",FALSE,TRUE
"F2","F2",FALSE,TRUE
"FCGR2A","FCGR2A",FALSE,TRUE
"FGA","FGA",FALSE,TRUE
"FGB","FGB",FALSE,TRUE
"FGG","FGG",FALSE,TRUE
"HBEGF","HBEGF",FALSE,TRUE
"IFIH1","IFIH1",FALSE,TRUE
"IFNA1","IFNA1",FALSE,TRUE
"IFNA10","IFNA10",FALSE,TRUE
"IFNA13","IFNA13",FALSE,TRUE
"IFNA14","IFNA14",FALSE,TRUE
"IFNA16","IFNA16",FALSE,TRUE
"IFNA17","IFNA17",FALSE,TRUE
"IFNA2","IFNA2",FALSE,TRUE
"IFNA21","IFNA21",FALSE,TRUE
"IFNA4","IFNA4",FALSE,TRUE
"IFNA5","IFNA5",FALSE,TRUE
"IFNA6","IFNA6",FALSE,TRUE
"IFNA7","IFNA7",FALSE,TRUE
"IFNA8","IFNA8",FALSE,TRUE
"IFNAR1","IFNAR1",FALSE,TRUE
"IFNAR2","IFNAR2",FALSE,TRUE
"IFNB1","IFNB1",FALSE,TRUE
"IKBKE","IKBKE",FALSE,TRUE
"IL12A","IL12A",FALSE,TRUE
"IL12B","IL12B",FALSE,TRUE
"IL2","IL2",FALSE,TRUE
"IL6R","IL6R",FALSE,TRUE
"IL6ST","IL6ST",FALSE,TRUE
"immunoglobulin heavy variable 4-38-2-like","immunoglobulin heavy variable 4-38-2-like",FALSE,FALSE
"IRAK1","IRAK1",FALSE,TRUE
"IRAK4","IRAK4",FALSE,TRUE
"IRF3","IRF3",FALSE,TRUE
"IRF9","IRF9",FALSE,TRUE
"ISG15","ISG15",FALSE,TRUE
"JAK1","JAK1",FALSE,TRUE
"MAP3K7","MAP3K7",FALSE,TRUE
"MAS1","MAS1",FALSE,TRUE
"MASP1","MASP1",FALSE,TRUE
"MASP2","MASP2",FALSE,TRUE
"MAVS","MAVS",FALSE,TRUE
"MBL2","MBL2",FALSE,TRUE
"MMP1","MMP1",FALSE,TRUE
"MMP3","MMP3",FALSE,TRUE
"MX1","MX1",FALSE,TRUE
"MX2","MX2",FALSE,TRUE
"MYD88","MYD88",FALSE,TRUE
"NFKBIB","NFKBIB",FALSE,TRUE
"NLRP3","NLRP3",FALSE,TRUE
"NRP1","NRP1",FALSE,TRUE
"OAS1","OAS1",FALSE,TRUE
"OAS2","OAS2",FALSE,TRUE
"OAS3","OAS3",FALSE,TRUE
"PLCG2","PLCG2",FALSE,TRUE
"PRKCA","PRKCA",FALSE,TRUE
"PRKCB","PRKCB",FALSE,TRUE
"PRKCG","PRKCG",FALSE,TRUE
"RIGI","RIGI",FALSE,TRUE
"SELP","SELP",FALSE,TRUE
"STAT1","STAT1",FALSE,TRUE
"STAT2","STAT2",FALSE,TRUE
"STAT3","STAT3",FALSE,TRUE
"STING1","STING1",FALSE,TRUE
"SYK","SYK",FALSE,TRUE
"TAB2","TAB2",FALSE,TRUE
"TLR2","TLR2",FALSE,TRUE
"TLR3","TLR3",FALSE,TRUE
"TLR4","TLR4",FALSE,TRUE
"TLR7","TLR7",FALSE,TRUE
"TLR8","TLR8",FALSE,TRUE
"TMPRSS2","TMPRSS2",FALSE,TRUE
"TRAF3","TRAF3",FALSE,TRUE
"TRAF6","TRAF6",FALSE,TRUE
"TYK2","TYK2",FALSE,TRUE
"VWF","VWF",FALSE,TRUE
"ACTN1","ACTN1",FALSE,TRUE
"ACTN4","ACTN4",FALSE,TRUE
"ACTR2","ACTR2",FALSE,TRUE
"ACTR3","ACTR3",FALSE,TRUE
"ACTR3B","ACTR3B",FALSE,TRUE
"ACTR3C","ACTR3C",FALSE,TRUE
"AFDN","AFDN",FALSE,TRUE
"ANK2","ANK2",FALSE,TRUE
"ANK3","ANK3",FALSE,TRUE
"APP","APP",FALSE,TRUE
"ARF6","ARF6",FALSE,TRUE
"ARPC1A","ARPC1A",FALSE,TRUE
"ARPC1B","ARPC1B",FALSE,TRUE
"ARPC2","ARPC2",FALSE,TRUE
"ARPC3","ARPC3",FALSE,TRUE
"ARPC4","ARPC4",FALSE,TRUE
"ARPC5","ARPC5",FALSE,TRUE
"ARPC5L","ARPC5L",FALSE,TRUE
"BAIAP2","BAIAP2",FALSE,TRUE
"BCAR1","BCAR1",FALSE,TRUE
"BUB1B-PAK6","BUB1B-PAK6",FALSE,TRUE
"CABLES1","CABLES1",FALSE,TRUE
"CABLES2","CABLES2",FALSE,TRUE
"CADM1","CADM1",FALSE,TRUE
"CADM2","CADM2",FALSE,TRUE
"CADM3","CADM3",FALSE,TRUE
"CADM4","CADM4",FALSE,TRUE
"CASK","CASK",FALSE,TRUE
"CASKIN1","CASKIN1",FALSE,TRUE
"CASKIN2","CASKIN2",FALSE,TRUE
"CD2","CD2",FALSE,TRUE
"CD209","CD209",FALSE,TRUE
"CD226","CD226",FALSE,TRUE
"CD244","CD244",FALSE,TRUE
"CD28","CD28",FALSE,TRUE
"CD2AP","CD2AP",FALSE,TRUE
"CD48","CD48",FALSE,TRUE
"CD80","CD80",FALSE,TRUE
"CD84","CD84",FALSE,TRUE
"CD86","CD86",FALSE,TRUE
"CD96","CD96",FALSE,TRUE
"CDC42","CDC42",FALSE,TRUE
"CDH1","CDH1",FALSE,TRUE
"CDH2","CDH2",FALSE,TRUE
"CLEC4M","CLEC4M",FALSE,TRUE
"CLMP","CLMP",FALSE,TRUE
"CNTN1","CNTN1",FALSE,TRUE
"CNTN2","CNTN2",FALSE,TRUE
"CNTNAP1","CNTNAP1",FALSE,TRUE
"CNTNAP2","CNTNAP2",FALSE,TRUE
"CRTAM","CRTAM",FALSE,TRUE
"CSK","CSK",FALSE,TRUE
"CTNNB1","CTNNB1",FALSE,TRUE
"CXADR","CXADR",FALSE,TRUE
"DCC","DCC",FALSE,TRUE
"DOK1","DOK1",FALSE,TRUE
"DOK2","DOK2",FALSE,TRUE
"DYNLL1","DYNLL1",FALSE,TRUE
"DYNLL2","DYNLL2",FALSE,TRUE
"EPB41L1","EPB41L1",FALSE,TRUE
"EPB41L2","EPB41L2",FALSE,TRUE
"EPB41L3","EPB41L3",FALSE,TRUE
"ERC1","ERC1",FALSE,TRUE
"ESAM","ESAM",FALSE,TRUE
"EZR","EZR",FALSE,TRUE
"F11R","F11R",FALSE,TRUE
"FGFR1","FGFR1",FALSE,TRUE
"FOXO1","FOXO1",FALSE,TRUE
"GIT1","GIT1",FALSE,TRUE
"GLDN","GLDN",FALSE,TRUE
"GRIP1","GRIP1",FALSE,TRUE
"GRIP2","GRIP2",FALSE,TRUE
"ICAM1","ICAM1",FALSE,TRUE
"ICAM2","ICAM2",FALSE,TRUE
"ICAM3","ICAM3",FALSE,TRUE
"IGSF5","IGSF5",FALSE,TRUE
"IL1RAP","IL1RAP",FALSE,TRUE
"IL1RAPL1","IL1RAPL1",FALSE,TRUE
"IL1RAPL2","IL1RAPL2",FALSE,TRUE
"INPP5D","INPP5D",FALSE,TRUE
"IQGAP1","IQGAP1",FALSE,TRUE
"ITGA4","ITGA4",FALSE,TRUE
"ITGA5","ITGA5",FALSE,TRUE
"ITGAL","ITGAL",FALSE,TRUE
"ITGAM","ITGAM",FALSE,TRUE
"ITGAX","ITGAX",FALSE,TRUE
"ITGB1","ITGB1",FALSE,TRUE
"ITGB2","ITGB2",FALSE,TRUE
"ITGB3","ITGB3",FALSE,TRUE
"JAM2","JAM2",FALSE,TRUE
"JAM3","JAM3",FALSE,TRUE
"JAML","JAML",FALSE,TRUE
"KCNA1","KCNA1",FALSE,TRUE
"KCNA2","KCNA2",FALSE,TRUE
"KCNA4","KCNA4",FALSE,TRUE
"KCNA6","KCNA6",FALSE,TRUE
"KCNQ2","KCNQ2",FALSE,TRUE
"KCNQ3","KCNQ3",FALSE,TRUE
"KDR","KDR",FALSE,TRUE
"KIRREL1","KIRREL1",FALSE,TRUE
"KIRREL2","KIRREL2",FALSE,TRUE
"KIRREL3","KIRREL3",FALSE,TRUE
"L1CAM","L1CAM",FALSE,TRUE
"LCK","LCK",FALSE,TRUE
"LCP2","LCP2",FALSE,TRUE
"LMO7","LMO7",FALSE,TRUE
"LRFN4","LRFN4",FALSE,TRUE
"LRFN5","LRFN5",FALSE,TRUE
"LRRC4B","LRRC4B",FALSE,TRUE
"LRRC4C","LRRC4C",FALSE,TRUE
"LRRTM4","LRRTM4",FALSE,TRUE
"LY9","LY9",FALSE,TRUE
"LYN","LYN",FALSE,TRUE
"MAG","MAG",FALSE,TRUE
"MAGI1","MAGI1",FALSE,TRUE
"MAGI2","MAGI2",FALSE,TRUE
"MAP2","MAP2",FALSE,TRUE
"MBP","MBP",FALSE,TRUE
"MPDZ","MPDZ",FALSE,TRUE
"MPP3","MPP3",FALSE,TRUE
"MPZ","MPZ",FALSE,TRUE
"MSN","MSN",FALSE,TRUE
"MTSS1","MTSS1",FALSE,TRUE
"MTSS2","MTSS2",FALSE,TRUE
"MYH10","MYH10",FALSE,TRUE
"MYH11","MYH11",FALSE,TRUE
"MYH14","MYH14",FALSE,TRUE
"MYH9","MYH9",FALSE,TRUE
"MYL12A","MYL12A",FALSE,TRUE
"MYL12B","MYL12B",FALSE,TRUE
"MYL6","MYL6",FALSE,TRUE
"MYL6B","MYL6B",FALSE,TRUE
"MYL9","MYL9",FALSE,TRUE
"MYLK","MYLK",FALSE,TRUE
"MYLK2","MYLK2",FALSE,TRUE
"MYLK3","MYLK3",FALSE,TRUE
"MYLK4","MYLK4",FALSE,TRUE
"NCK1","NCK1",FALSE,TRUE
"NCK2","NCK2",FALSE,TRUE
"NECTIN1","NECTIN1",FALSE,TRUE
"NECTIN2","NECTIN2",FALSE,TRUE
"NECTIN3","NECTIN3",FALSE,TRUE
"NECTIN4","NECTIN4",FALSE,TRUE
"NFASC","NFASC",FALSE,TRUE
"NLGN1","NLGN1",FALSE,TRUE
"NLGN2","NLGN2",FALSE,TRUE
"NLGN3","NLGN3",FALSE,TRUE
"NLGN4X","NLGN4X",FALSE,TRUE
"NLGN4Y","NLGN4Y",FALSE,TRUE
"NPHS1","NPHS1",FALSE,TRUE
"NPHS2","NPHS2",FALSE,TRUE
"NRCAM","NRCAM",FALSE,TRUE
"NRP2","NRP2",FALSE,TRUE
"NTN1","NTN1",FALSE,TRUE
"NTRK3","NTRK3",FALSE,TRUE
"PAK1","PAK1",FALSE,TRUE
"PAK2","PAK2",FALSE,TRUE
"PAK3","PAK3",FALSE,TRUE
"PAK4","PAK4",FALSE,TRUE
"PAK5","PAK5",FALSE,TRUE
"PAK6","PAK6",FALSE,TRUE
